"indicator","sex","given","l","m","s"
"wfh",2,74.5,-0.3833,9.0552,0.09012
"wfh",2,74.6,-0.3833,9.074,0.09011
"wfh",2,74.7,-0.3833,9.0928,0.09009
"wfh",2,74.8,-0.3833,9.1116,0.09008
"wfh",2,74.9,-0.3833,9.1303,0.09007
"wfh",2,75,-0.3833,9.149,0.09005
"wfh",2,75.1,-0.3833,9.1676,0.09004
"wfh",2,75.2,-0.3833,9.1862,0.09003
"wfh",2,75.3,-0.3833,9.2048,0.09001
"wfh",2,75.4,-0.3833,9.2233,0.09
"wfh",2,75.5,-0.3833,9.2418,0.08999
"wfh",2,75.6,-0.3833,9.2602,0.08997
"wfh",2,75.7,-0.3833,9.2786,0.08996
"wfh",2,75.8,-0.3833,9.297,0.08995
"wfh",2,75.9,-0.3833,9.3154,0.08993
"wfh",2,76,-0.3833,9.3337,0.08992
"wfh",2,76.1,-0.3833,9.352,0.08991
"wfh",2,76.2,-0.3833,9.3703,0.08989
"wfh",2,76.3,-0.3833,9.3886,0.08988
"wfh",2,76.4,-0.3833,9.4069,0.08987
"wfh",2,76.5,-0.3833,9.4252,0.08985
"wfh",2,76.6,-0.3833,9.4435,0.08984
"wfh",2,76.7,-0.3833,9.4617,0.08983
"wfh",2,76.8,-0.3833,9.48,0.08981
"wfh",2,76.9,-0.3833,9.4983,0.0898
"wfh",2,77,-0.3833,9.5166,0.08979
"wfh",2,77.1,-0.3833,9.535,0.08977
"wfh",2,77.2,-0.3833,9.5533,0.08976
"wfh",2,77.3,-0.3833,9.5717,0.08975
"wfh",2,77.4,-0.3833,9.5901,0.08973
"wfh",2,77.5,-0.3833,9.6086,0.08972
"wfh",2,77.6,-0.3833,9.6271,0.08971
"wfh",2,77.7,-0.3833,9.6456,0.08969
"wfh",2,77.8,-0.3833,9.6642,0.08968
"wfh",2,77.9,-0.3833,9.6828,0.08966
"wfh",2,78,-0.3833,9.7015,0.08965
"wfh",2,78.1,-0.3833,9.7202,0.08964
"wfh",2,78.2,-0.3833,9.739,0.08963
"wfh",2,78.3,-0.3833,9.7578,0.08961
"wfh",2,78.4,-0.3833,9.7767,0.0896
"wfh",2,78.5,-0.3833,9.7957,0.08959
"wfh",2,78.6,-0.3833,9.8147,0.08957
"wfh",2,78.7,-0.3833,9.8338,0.08956
"wfh",2,78.8,-0.3833,9.853,0.08955
"wfh",2,78.9,-0.3833,9.8722,0.08953
"wfh",2,79,-0.3833,9.8915,0.08952
"wfh",2,79.1,-0.3833,9.9109,0.08951
"wfh",2,79.2,-0.3833,9.9303,0.0895
"wfh",2,79.3,-0.3833,9.9499,0.08948
"wfh",2,79.4,-0.3833,9.9695,0.08947
"wfh",2,79.5,-0.3833,9.9892,0.08946
"wfh",2,79.6,-0.3833,10.009,0.08945
"wfh",2,79.7,-0.3833,10.0289,0.08943
"wfh",2,79.8,-0.3833,10.0489,0.08942
"wfh",2,79.9,-0.3833,10.069,0.08941
"wfh",2,80,-0.3833,10.0891,0.0894
"wfh",2,80.1,-0.3833,10.1094,0.08939
"wfh",2,80.2,-0.3833,10.1298,0.08937
"wfh",2,80.3,-0.3833,10.1503,0.08936
"wfh",2,80.4,-0.3833,10.1709,0.08935
"wfh",2,80.5,-0.3833,10.1916,0.08934
"wfh",2,80.6,-0.3833,10.2123,0.08933
"wfh",2,80.7,-0.3833,10.2332,0.08932
"wfh",2,80.8,-0.3833,10.2542,0.0893
"wfh",2,80.9,-0.3833,10.2753,0.08929
"wfh",2,81,-0.3833,10.2965,0.08928
"wfh",2,81.1,-0.3833,10.3178,0.08927
"wfh",2,81.2,-0.3833,10.3393,0.08926
"wfh",2,81.3,-0.3833,10.3608,0.08925
"wfh",2,81.4,-0.3833,10.3824,0.08924
"wfh",2,81.5,-0.3833,10.4041,0.08923
"wfh",2,81.6,-0.3833,10.4258,0.08922
"wfh",2,81.7,-0.3833,10.4477,0.08921
"wfh",2,81.8,-0.3833,10.4697,0.0892
"wfh",2,81.9,-0.3833,10.4918,0.08919
"wfh",2,82,-0.3833,10.514,0.08918
"wfh",2,82.1,-0.3833,10.5363,0.08917
"wfh",2,82.2,-0.3833,10.5586,0.08916
"wfh",2,82.3,-0.3833,10.5811,0.08915
"wfh",2,82.4,-0.3833,10.6037,0.08915
"wfh",2,82.5,-0.3833,10.6263,0.08914
"wfh",2,82.6,-0.3833,10.6491,0.08913
"wfh",2,82.7,-0.3833,10.6719,0.08912
"wfh",2,82.8,-0.3833,10.6948,0.08911
"wfh",2,82.9,-0.3833,10.7178,0.0891
"wfh",2,83,-0.3833,10.741,0.0891
"wfh",2,83.1,-0.3833,10.7641,0.08909
"wfh",2,83.2,-0.3833,10.7874,0.08908
"wfh",2,83.3,-0.3833,10.8108,0.08907
"wfh",2,83.4,-0.3833,10.8343,0.08907
"wfh",2,83.5,-0.3833,10.8578,0.08906
"wfh",2,83.6,-0.3833,10.8814,0.08905
"wfh",2,83.7,-0.3833,10.9051,0.08905
"wfh",2,83.8,-0.3833,10.9289,0.08904
"wfh",2,83.9,-0.3833,10.9527,0.08903
"wfh",2,84,-0.3833,10.9767,0.08903
"wfh",2,84.1,-0.3833,11.0007,0.08902
"wfh",2,84.2,-0.3833,11.0248,0.08902
"wfh",2,84.3,-0.3833,11.0489,0.08901
"wfh",2,84.4,-0.3833,11.0731,0.08901
"wfh",2,84.5,-0.3833,11.0974,0.089
"wfh",2,84.6,-0.3833,11.1218,0.089
"wfh",2,84.7,-0.3833,11.1462,0.08899
"wfh",2,84.8,-0.3833,11.1707,0.08899
"wfh",2,84.9,-0.3833,11.1952,0.08899
"wfh",2,85,-0.3833,11.3934,0.08896
"wfh",2,85.1,-0.3833,11.4183,0.08896
"wfh",2,85.2,-0.3833,11.4434,0.08896
"wfh",2,85.3,-0.3833,11.4684,0.08895
"wfh",2,85.4,-0.3833,11.4935,0.08895
"wfh",2,85.5,-0.3833,11.5186,0.08895
"wfh",2,85.6,-0.3833,11.5437,0.08895
"wfh",2,85.7,-0.3833,11.5689,0.08895
"wfh",2,85.8,-0.3833,11.594,0.08895
"wfh",2,85.9,-0.3833,11.6192,0.08895
"wfh",2,86,-0.3833,11.6444,0.08895
"wfh",2,86.1,-0.3833,11.6696,0.08895
"wfh",2,86.2,-0.3833,11.6948,0.08895
"wfh",2,86.3,-0.3833,11.7201,0.08895
"wfh",2,86.4,-0.3833,11.7453,0.08895
"wfh",2,86.5,-0.3833,11.7705,0.08895
"wfh",2,86.6,-0.3833,11.7957,0.08895
"wfh",2,86.7,-0.3833,11.8209,0.08895
"wfh",2,86.8,-0.3833,11.8461,0.08895
"wfh",2,86.9,-0.3833,11.8713,0.08896
"wfh",2,87,-0.3833,11.8965,0.08896
"wfh",2,87.1,-0.3833,11.9217,0.08896
"wfh",2,87.2,-0.3833,11.9468,0.08896
"wfh",2,87.3,-0.3833,11.972,0.08896
"wfh",2,87.4,-0.3833,11.9971,0.08897
"wfh",2,87.5,-0.3833,12.0223,0.08897
"wfh",2,87.6,-0.3833,12.0474,0.08897
"wfh",2,87.7,-0.3833,12.0725,0.08898
"wfh",2,87.8,-0.3833,12.0976,0.08898
"wfh",2,87.9,-0.3833,12.1227,0.08898
"wfh",2,88,-0.3833,12.1478,0.08899
"wfh",2,88.1,-0.3833,12.1728,0.08899
"wfh",2,88.2,-0.3833,12.1978,0.089
"wfh",2,88.3,-0.3833,12.2229,0.089
"wfh",2,88.4,-0.3833,12.2479,0.08901
"wfh",2,88.5,-0.3833,12.2729,0.08901
"wfh",2,88.6,-0.3833,12.2978,0.08902
"wfh",2,88.7,-0.3833,12.3228,0.08902
"wfh",2,88.8,-0.3833,12.3477,0.08903
"wfh",2,88.9,-0.3833,12.3727,0.08903
"wfh",2,89,-0.3833,12.3976,0.08904
"wfh",2,89.1,-0.3833,12.4225,0.08904
"wfh",2,89.2,-0.3833,12.4474,0.08905
"wfh",2,89.3,-0.3833,12.4723,0.08906
"wfh",2,89.4,-0.3833,12.4971,0.08906
"wfh",2,89.5,-0.3833,12.522,0.08907
"wfh",2,89.6,-0.3833,12.5468,0.08908
"wfh",2,89.7,-0.3833,12.5717,0.08909
"wfh",2,89.8,-0.3833,12.5965,0.08909
"wfh",2,89.9,-0.3833,12.6213,0.0891
"wfh",2,90,-0.3833,12.6461,0.08911
"wfh",2,90.1,-0.3833,12.6709,0.08912
"wfh",2,90.2,-0.3833,12.6957,0.08912
"wfh",2,90.3,-0.3833,12.7205,0.08913
"wfh",2,90.4,-0.3833,12.7453,0.08914
"wfh",2,90.5,-0.3833,12.77,0.08915
"wfh",2,90.6,-0.3833,12.7948,0.08916
"wfh",2,90.7,-0.3833,12.8196,0.08917
"wfh",2,90.8,-0.3833,12.8443,0.08918
"wfh",2,90.9,-0.3833,12.8691,0.08919
"wfh",2,91,-0.3833,12.8939,0.0892
"wfh",2,91.1,-0.3833,12.9186,0.08921
"wfh",2,91.2,-0.3833,12.9434,0.08922
"wfh",2,91.3,-0.3833,12.9681,0.08923
"wfh",2,91.4,-0.3833,12.9929,0.08924
"wfh",2,91.5,-0.3833,13.0177,0.08925
"wfh",2,91.6,-0.3833,13.0424,0.08926
"wfh",2,91.7,-0.3833,13.0672,0.08927
"wfh",2,91.8,-0.3833,13.092,0.08928
"wfh",2,91.9,-0.3833,13.1167,0.0893
"wfh",2,92,-0.3833,13.1415,0.08931
"wfh",2,92.1,-0.3833,13.1663,0.08932
"wfh",2,92.2,-0.3833,13.1911,0.08933
"wfh",2,92.3,-0.3833,13.2158,0.08934
"wfh",2,92.4,-0.3833,13.2406,0.08936
"wfh",2,92.5,-0.3833,13.2654,0.08937
"wfh",2,92.6,-0.3833,13.2902,0.08938
"wfh",2,92.7,-0.3833,13.3151,0.0894
"wfh",2,92.8,-0.3833,13.3399,0.08941
"wfh",2,92.9,-0.3833,13.3647,0.08942
"wfh",2,93,-0.3833,13.3896,0.08944
"wfh",2,93.1,-0.3833,13.4145,0.08945
"wfh",2,93.2,-0.3833,13.4394,0.08947
"wfh",2,93.3,-0.3833,13.4643,0.08948
"wfh",2,93.4,-0.3833,13.4892,0.08949
"wfh",2,93.5,-0.3833,13.5142,0.08951
"wfh",2,93.6,-0.3833,13.5391,0.08952
"wfh",2,93.7,-0.3833,13.5641,0.08954
"wfh",2,93.8,-0.3833,13.5892,0.08955
"wfh",2,93.9,-0.3833,13.6142,0.08957
"wfh",2,94,-0.3833,13.6393,0.08959
"wfh",2,94.1,-0.3833,13.6644,0.0896
"wfh",2,94.2,-0.3833,13.6895,0.08962
"wfh",2,94.3,-0.3833,13.7146,0.08963
"wfh",2,94.4,-0.3833,13.7398,0.08965
"wfh",2,94.5,-0.3833,13.765,0.08967
"wfh",2,94.6,-0.3833,13.7902,0.08968
"wfh",2,94.7,-0.3833,13.8155,0.0897
"wfh",2,94.8,-0.3833,13.8408,0.08972
"wfh",2,94.9,-0.3833,13.8661,0.08974
"wfh",2,95,-0.3833,13.8914,0.08975
"wfh",2,95.1,-0.3833,13.9168,0.08977
"wfh",2,95.2,-0.3833,13.9422,0.08979
"wfh",2,95.3,-0.3833,13.9676,0.08981
"wfh",2,95.4,-0.3833,13.9931,0.08983
"wfh",2,95.5,-0.3833,14.0186,0.08984
"wfh",2,95.6,-0.3833,14.0441,0.08986
"wfh",2,95.7,-0.3833,14.0697,0.08988
"wfh",2,95.8,-0.3833,14.0953,0.0899
"wfh",2,95.9,-0.3833,14.1209,0.08992
"wfh",2,96,-0.3833,14.1466,0.08994
"wfh",2,96.1,-0.3833,14.1724,0.08996
"wfh",2,96.2,-0.3833,14.1981,0.08998
"wfh",2,96.3,-0.3833,14.2239,0.09
"wfh",2,96.4,-0.3833,14.2498,0.09002
"wfh",2,96.5,-0.3833,14.2757,0.09004
"wfh",2,96.6,-0.3833,14.3016,0.09006
"wfh",2,96.7,-0.3833,14.3276,0.09008
"wfh",2,96.8,-0.3833,14.3537,0.0901
"wfh",2,96.9,-0.3833,14.3798,0.09012
"wfh",2,97,-0.3833,14.4059,0.09015
"wfh",2,97.1,-0.3833,14.4321,0.09017
"wfh",2,97.2,-0.3833,14.4584,0.09019
"wfh",2,97.3,-0.3833,14.4848,0.09021
"wfh",2,97.4,-0.3833,14.5112,0.09023
"wfh",2,97.5,-0.3833,14.5376,0.09026
"wfh",2,97.6,-0.3833,14.5642,0.09028
"wfh",2,97.7,-0.3833,14.5908,0.0903
"wfh",2,97.8,-0.3833,14.6174,0.09033
"wfh",2,97.9,-0.3833,14.6442,0.09035
"wfh",2,98,-0.3833,14.671,0.09037
"wfh",2,98.1,-0.3833,14.6979,0.0904
"wfh",2,98.2,-0.3833,14.7248,0.09042
"wfh",2,98.3,-0.3833,14.7519,0.09044
"wfh",2,98.4,-0.3833,14.779,0.09047
"wfh",2,98.5,-0.3833,14.8062,0.09049
"wfh",2,98.6,-0.3833,14.8334,0.09052
"wfh",2,98.7,-0.3833,14.8608,0.09054
"wfh",2,98.8,-0.3833,14.8882,0.09057
"wfh",2,98.9,-0.3833,14.9157,0.09059
"wfh",2,99,-0.3833,14.9434,0.09062
"wfh",2,99.1,-0.3833,14.9711,0.09064
"wfh",2,99.2,-0.3833,14.9989,0.09067
"wfh",2,99.3,-0.3833,15.0267,0.09069
"wfh",2,99.4,-0.3833,15.0547,0.09072
"wfh",2,99.5,-0.3833,15.0828,0.09075
"wfh",2,99.6,-0.3833,15.1109,0.09077
"wfh",2,99.7,-0.3833,15.1392,0.0908
"wfh",2,99.8,-0.3833,15.1676,0.09083
"wfh",2,99.9,-0.3833,15.196,0.09085
"wfh",2,100,-0.3833,15.2246,0.09088
"wfh",2,100.1,-0.3833,15.2532,0.09091
"wfh",2,100.2,-0.3833,15.2819,0.09093
"wfh",2,100.3,-0.3833,15.3108,0.09096
"wfh",2,100.4,-0.3833,15.3397,0.09099
"wfh",2,100.5,-0.3833,15.3687,0.09102
"wfh",2,100.6,-0.3833,15.3979,0.09105
"wfh",2,100.7,-0.3833,15.4271,0.09107
"wfh",2,100.8,-0.3833,15.4564,0.0911
"wfh",2,100.9,-0.3833,15.4858,0.09113
"wfh",2,101,-0.3833,15.5154,0.09116
"wfh",2,101.1,-0.3833,15.545,0.09119
"wfh",2,101.2,-0.3833,15.5747,0.09122
"wfh",2,101.3,-0.3833,15.6046,0.09125
"wfh",2,101.4,-0.3833,15.6345,0.09128
"wfh",2,101.5,-0.3833,15.6646,0.09131
"wfh",2,101.6,-0.3833,15.6947,0.09133
"wfh",2,101.7,-0.3833,15.725,0.09136
"wfh",2,101.8,-0.3833,15.7553,0.09139
"wfh",2,101.9,-0.3833,15.7858,0.09142
"wfh",2,102,-0.3833,15.8164,0.09146
"wfh",2,102.1,-0.3833,15.847,0.09149
"wfh",2,102.2,-0.3833,15.8778,0.09152
"wfh",2,102.3,-0.3833,15.9087,0.09155
"wfh",2,102.4,-0.3833,15.9396,0.09158
"wfh",2,102.5,-0.3833,15.9707,0.09161
"wfh",2,102.6,-0.3833,16.0019,0.09164
"wfh",2,102.7,-0.3833,16.0332,0.09167
"wfh",2,102.8,-0.3833,16.0645,0.0917
"wfh",2,102.9,-0.3833,16.096,0.09173
"wfh",2,103,-0.3833,16.1276,0.09177
"wfh",2,103.1,-0.3833,16.1593,0.0918
"wfh",2,103.2,-0.3833,16.191,0.09183
"wfh",2,103.3,-0.3833,16.2229,0.09186
"wfh",2,103.4,-0.3833,16.2549,0.0919
"wfh",2,103.5,-0.3833,16.287,0.09193
"wfh",2,103.6,-0.3833,16.3191,0.09196
"wfh",2,103.7,-0.3833,16.3514,0.09199
"wfh",2,103.8,-0.3833,16.3837,0.09203
"wfh",2,103.9,-0.3833,16.4162,0.09206
"wfh",2,104,-0.3833,16.4488,0.09209
"wfh",2,104.1,-0.3833,16.4814,0.09213
"wfh",2,104.2,-0.3833,16.5142,0.09216
"wfh",2,104.3,-0.3833,16.547,0.09219
"wfh",2,104.4,-0.3833,16.58,0.09223
"wfh",2,104.5,-0.3833,16.6131,0.09226
"wfh",2,104.6,-0.3833,16.6462,0.09229
"wfh",2,104.7,-0.3833,16.6795,0.09233
"wfh",2,104.8,-0.3833,16.7129,0.09236
"wfh",2,104.9,-0.3833,16.7464,0.0924
"wfh",2,105,-0.3833,16.78,0.09243
"wfh",2,105.1,-0.3833,16.8137,0.09247
"wfh",2,105.2,-0.3833,16.8475,0.0925
"wfh",2,105.3,-0.3833,16.8814,0.09254
"wfh",2,105.4,-0.3833,16.9154,0.09257
"wfh",2,105.5,-0.3833,16.9496,0.09261
"wfh",2,105.6,-0.3833,16.9838,0.09264
"wfh",2,105.7,-0.3833,17.0182,0.09268
"wfh",2,105.8,-0.3833,17.0527,0.09271
"wfh",2,105.9,-0.3833,17.0873,0.09275
"wfh",2,106,-0.3833,17.122,0.09278
"wfh",2,106.1,-0.3833,17.1569,0.09282
"wfh",2,106.2,-0.3833,17.1918,0.09286
"wfh",2,106.3,-0.3833,17.2269,0.09289
"wfh",2,106.4,-0.3833,17.262,0.09293
"wfh",2,106.5,-0.3833,17.2973,0.09296
"wfh",2,106.6,-0.3833,17.3327,0.093
"wfh",2,106.7,-0.3833,17.3683,0.09304
"wfh",2,106.8,-0.3833,17.4039,0.09307
"wfh",2,106.9,-0.3833,17.4397,0.09311
"wfh",2,107,-0.3833,17.4755,0.09315
"wfh",2,107.1,-0.3833,17.5115,0.09318
"wfh",2,107.2,-0.3833,17.5476,0.09322
"wfh",2,107.3,-0.3833,17.5839,0.09326
"wfh",2,107.4,-0.3833,17.6202,0.09329
"wfh",2,107.5,-0.3833,17.6567,0.09333
"wfh",2,107.6,-0.3833,17.6932,0.09337
"wfh",2,107.7,-0.3833,17.7299,0.09341
"wfh",2,107.8,-0.3833,17.7668,0.09344
"wfh",2,107.9,-0.3833,17.8037,0.09348
"wfh",2,108,-0.3833,17.8407,0.09352
"wfh",2,108.1,-0.3833,17.8779,0.09356
"wfh",2,108.2,-0.3833,17.9152,0.09359
"wfh",2,108.3,-0.3833,17.9526,0.09363
"wfh",2,108.4,-0.3833,17.9901,0.09367
"wfh",2,108.5,-0.3833,18.0277,0.09371
"wfh",2,108.6,-0.3833,18.0654,0.09375
"wfh",2,108.7,-0.3833,18.1033,0.09378
"wfh",2,108.8,-0.3833,18.1412,0.09382
"wfh",2,108.9,-0.3833,18.1792,0.09386
"wfh",2,109,-0.3833,18.2174,0.0939
"wfh",2,109.1,-0.3833,18.2556,0.09394
"wfh",2,109.2,-0.3833,18.294,0.09397
"wfh",2,109.3,-0.3833,18.3324,0.09401
"wfh",2,109.4,-0.3833,18.371,0.09405
"wfh",2,109.5,-0.3833,18.4096,0.09409
"wfh",2,109.6,-0.3833,18.4484,0.09413
"wfh",2,109.7,-0.3833,18.4872,0.09417
"wfh",2,109.8,-0.3833,18.5262,0.09421
"wfh",2,109.9,-0.3833,18.5652,0.09424
"wfh",2,110,-0.3833,18.6043,0.09428
"wfh",2,110.1,-0.3833,18.6436,0.09432
"wfh",2,110.2,-0.3833,18.6829,0.09436
"wfh",2,110.3,-0.3833,18.7223,0.0944
"wfh",2,110.4,-0.3833,18.7618,0.09444
"wfh",2,110.5,-0.3833,18.8015,0.09448
"wfh",2,110.6,-0.3833,18.8412,0.09452
"wfh",2,110.7,-0.3833,18.8809,0.09456
"wfh",2,110.8,-0.3833,18.9208,0.0946
"wfh",2,110.9,-0.3833,18.9608,0.09464
"wfh",2,111,-0.3833,19.0009,0.09467
"wfh",2,111.1,-0.3833,19.041,0.09471
"wfh",2,111.2,-0.3833,19.0812,0.09475
"wfh",2,111.3,-0.3833,19.1215,0.09479
"wfh",2,111.4,-0.3833,19.1619,0.09483
"wfh",2,111.5,-0.3833,19.2024,0.09487
"wfh",2,111.6,-0.3833,19.243,0.09491
"wfh",2,111.7,-0.3833,19.2836,0.09495
"wfh",2,111.8,-0.3833,19.3243,0.09499
"wfh",2,111.9,-0.3833,19.3651,0.09503
"wfh",2,112,-0.3833,19.406,0.09507
"wfh",2,112.1,-0.3833,19.447,0.09511
"wfh",2,112.2,-0.3833,19.488,0.09515
"wfh",2,112.3,-0.3833,19.5291,0.09519
"wfh",2,112.4,-0.3833,19.5703,0.09523
"wfh",2,112.5,-0.3833,19.6116,0.09527
"wfh",2,112.6,-0.3833,19.6529,0.09531
"wfh",2,112.7,-0.3833,19.6943,0.09534
"wfh",2,112.8,-0.3833,19.7358,0.09538
"wfh",2,112.9,-0.3833,19.7774,0.09542
"wfh",2,113,-0.3833,19.819,0.09546
"wfh",2,113.1,-0.3833,19.8607,0.0955
"wfh",2,113.2,-0.3833,19.9024,0.09554
"wfh",2,113.3,-0.3833,19.9442,0.09558
"wfh",2,113.4,-0.3833,19.9861,0.09562
"wfh",2,113.5,-0.3833,20.028,0.09566
"wfh",2,113.6,-0.3833,20.07,0.0957
"wfh",2,113.7,-0.3833,20.112,0.09574
"wfh",2,113.8,-0.3833,20.1541,0.09578
"wfh",2,113.9,-0.3833,20.1963,0.09582
"wfh",2,114,-0.3833,20.2385,0.09586
"wfh",2,114.1,-0.3833,20.2807,0.0959
"wfh",2,114.2,-0.3833,20.323,0.09594
"wfh",2,114.3,-0.3833,20.3653,0.09598
"wfh",2,114.4,-0.3833,20.4077,0.09602
"wfh",2,114.5,-0.3833,20.4502,0.09606
"wfh",2,114.6,-0.3833,20.4926,0.0961
"wfh",2,114.7,-0.3833,20.5351,0.09614
"wfh",2,114.8,-0.3833,20.5777,0.09618
"wfh",2,114.9,-0.3833,20.6203,0.09622
"wfh",2,115,-0.3833,20.6629,0.09626
"wfh",2,115.1,-0.3833,20.7056,0.0963
"wfh",2,115.2,-0.3833,20.7483,0.09634
"wfh",2,115.3,-0.3833,20.791,0.09638
"wfh",2,115.4,-0.3833,20.8338,0.09642
"wfh",2,115.5,-0.3833,20.8766,0.09646
"wfh",2,115.6,-0.3833,20.9194,0.0965
"wfh",2,115.7,-0.3833,20.9622,0.09654
"wfh",2,115.8,-0.3833,21.0051,0.09658
"wfh",2,115.9,-0.3833,21.048,0.09662
"wfh",2,116,-0.3833,21.0909,0.09666
"wfh",2,116.1,-0.3833,21.1339,0.0967
"wfh",2,116.2,-0.3833,21.1769,0.09674
"wfh",2,116.3,-0.3833,21.2199,0.09678
"wfh",2,116.4,-0.3833,21.2629,0.09682
"wfh",2,116.5,-0.3833,21.3059,0.09686
"wfh",2,116.6,-0.3833,21.3489,0.09691
"wfh",2,116.7,-0.3833,21.392,0.09695
"wfh",2,116.8,-0.3833,21.4351,0.09699
"wfh",2,116.9,-0.3833,21.4782,0.09703
"wfh",2,117,-0.3833,21.5213,0.09707
"wfh",2,117.1,-0.3833,21.5644,0.09711
"wfh",2,117.2,-0.3833,21.6075,0.09715
"wfh",2,117.3,-0.3833,21.6507,0.09719
"wfh",2,117.4,-0.3833,21.6938,0.09723
"wfh",2,117.5,-0.3833,21.737,0.09727
"wfh",2,117.6,-0.3833,21.7802,0.09731
"wfh",2,117.7,-0.3833,21.8233,0.09735
"wfh",2,117.8,-0.3833,21.8665,0.09739
"wfh",2,117.9,-0.3833,21.9097,0.09743
"wfh",2,118,-0.3833,21.9529,0.09747
"wfh",2,118.1,-0.3833,21.9961,0.09751
"wfh",2,118.2,-0.3833,22.0393,0.09755
"wfh",2,118.3,-0.3833,22.0825,0.09759
"wfh",2,118.4,-0.3833,22.1258,0.09763
"wfh",2,118.5,-0.3833,22.169,0.09767
"wfh",2,118.6,-0.3833,22.2122,0.09771
"wfh",2,118.7,-0.3833,22.2554,0.09775
"wfh",2,118.8,-0.3833,22.2986,0.0978
"wfh",2,118.9,-0.3833,22.3419,0.09784
"wfh",2,119,-0.3833,22.3851,0.09788
"wfh",2,119.1,-0.3833,22.4283,0.09792
"wfh",2,119.2,-0.3833,22.4715,0.09796
"wfh",2,119.3,-0.3833,22.5148,0.098
"wfh",2,119.4,-0.3833,22.558,0.09804
"wfh",2,119.5,-0.3833,22.6012,0.09808
"wfh",2,119.6,-0.3833,22.6444,0.09812
"wfh",2,119.7,-0.3833,22.6877,0.09816
"wfh",2,119.8,-0.3833,22.7309,0.0982
"wfh",2,119.9,-0.3833,22.7741,0.09824
"wfh",2,120,-0.3833,22.8173,0.09828
"hfa",1,0,1,49.8842,0.03795
"hfa",1,1,1,54.7244,0.03557
"hfa",1,2,1,58.4249,0.03424
"hfa",1,3,1,61.4292,0.03328
"hfa",1,4,1,63.886,0.03257
"hfa",1,5,1,65.9026,0.03204
"hfa",1,6,1,67.6236,0.03165
"hfa",1,7,1,69.1645,0.03139
"hfa",1,8,1,70.5994,0.03124
"hfa",1,9,1,71.9687,0.03117
"hfa",1,10,1,73.2812,0.03118
"hfa",1,11,1,74.5388,0.03125
"hfa",1,12,1,75.7488,0.03137
"hfa",1,13,1,76.9186,0.03154
"hfa",1,14,1,78.0497,0.03174
"hfa",1,15,1,79.1458,0.03197
"hfa",1,16,1,80.2113,0.03222
"hfa",1,17,1,81.2487,0.0325
"hfa",1,18,1,82.2587,0.03279
"hfa",1,19,1,83.2418,0.0331
"hfa",1,20,1,84.1996,0.03342
"hfa",1,21,1,85.1348,0.03376
"hfa",1,22,1,86.0477,0.0341
"hfa",1,23,1,86.941,0.03445
"hfa",1,24,1,87.1161,0.03507
"hfa",1,25,1,87.972,0.03542
"hfa",1,26,1,88.8065,0.03576
"hfa",1,27,1,89.6197,0.0361
"hfa",1,28,1,90.412,0.03642
"hfa",1,29,1,91.1828,0.03674
"hfa",1,30,1,91.9327,0.03704
"hfa",1,31,1,92.6631,0.03733
"hfa",1,32,1,93.3753,0.03761
"hfa",1,33,1,94.0711,0.03787
"hfa",1,34,1,94.7532,0.03812
"hfa",1,35,1,95.4236,0.03836
"hfa",1,36,1,96.0835,0.03858
"hfa",1,37,1,96.7337,0.03879
"hfa",1,38,1,97.3749,0.039
"hfa",1,39,1,98.0073,0.03919
"hfa",1,40,1,98.631,0.03937
"hfa",1,41,1,99.2459,0.03954
"hfa",1,42,1,99.8515,0.03971
"hfa",1,43,1,100.4485,0.03986
"hfa",1,44,1,101.0374,0.04002
"hfa",1,45,1,101.6186,0.04016
"hfa",1,46,1,102.1933,0.04031
"hfa",1,47,1,102.7625,0.04045
"hfa",1,48,1,103.3273,0.04059
"hfa",1,49,1,103.8886,0.04073
"hfa",1,50,1,104.4473,0.04086
"hfa",1,51,1,105.0041,0.041
"hfa",1,52,1,105.5596,0.04113
"hfa",1,53,1,106.1138,0.04126
"hfa",1,54,1,106.6668,0.04139
"hfa",1,55,1,107.2188,0.04152
"hfa",1,56,1,107.7697,0.04165
"hfa",1,57,1,108.3198,0.04177
"hfa",1,58,1,108.8689,0.0419
"hfa",1,59,1,109.417,0.04202
"hfa",1,60,1,109.9638,0.04214
"hfa",2,0,1,49.1477,0.0379
"hfa",2,1,1,53.6872,0.0364
"hfa",2,2,1,57.0673,0.03568
"hfa",2,3,1,59.8029,0.0352
"hfa",2,4,1,62.0899,0.03486
"hfa",2,5,1,64.0301,0.03463
"hfa",2,6,1,65.7311,0.03448
"hfa",2,7,1,67.2873,0.03441
"hfa",2,8,1,68.7498,0.0344
"hfa",2,9,1,70.1435,0.03444
"hfa",2,10,1,71.4818,0.03452
"hfa",2,11,1,72.771,0.03464
"hfa",2,12,1,74.015,0.03479
"hfa",2,13,1,75.2176,0.03496
"hfa",2,14,1,76.3817,0.03514
"hfa",2,15,1,77.5099,0.03534
"hfa",2,16,1,78.6055,0.03555
"hfa",2,17,1,79.671,0.03576
"hfa",2,18,1,80.7079,0.03598
"hfa",2,19,1,81.7182,0.0362
"hfa",2,20,1,82.7036,0.03643
"hfa",2,21,1,83.6654,0.03666
"hfa",2,22,1,84.604,0.03688
"hfa",2,23,1,85.5202,0.03711
"hfa",2,24,1,85.7153,0.03764
"hfa",2,25,1,86.5904,0.03786
